name,tag,gen,format,category,item,ability,nature,move1,move2,move3,move4,hp_ev,atk_ev,def_ev,spa_ev,spd_ev,spe_ev,hp_iv,atk_iv,def_iv,spa_iv,spd_iv,spe_iv,teratypes
Heracross,mega,8,nationaldex,singles,Heracronite,Moxie,Adamant,Swords Dance,Close Combat,Rock Blast,Pin Missile/Substitute/Bullet Seed,0,252,0,0,4,252,31,31,31,31,31,31,
Heracross,regular,8,monotype,singles,Flame Orb,Guts,Jolly,Swords Dance,Close Combat,Facade/Earthquake,Knock Off,0,252,0,0,4,252,31,31,31,31,31,31,
Heracross,regular,8,monotype,singles,Choice Scarf,Moxie,Jolly,Megahorn,Close Combat,Stone Edge,Knock Off,0,252,0,0,4,252,31,31,31,31,31,31,
Heracross,regular,8,camomons,singles,Flame Orb,Guts,Jolly,Facade,Shadow Claw/Knock Off,Knock Off/Close Combat,Swords Dance,0,252,4,0,0,252,31,31,31,31,31,31,
Heracross,regular,8,almostanyability,singles,Choice Band,Tinted Lens,Adamant,Close Combat,Megahorn,Knock Off,Spikes/Focus Punch,0,252,0,0,4,252,31,31,31,31,31,31,
Sneasel,regular,8,pu,singles,Heavy-Duty Boots|Life Orb|Lum Berry,,Jolly,Swords Dance,Knock Off,Triple Axel,Ice Shard,0,252,0,0,4,252,31,31,31,31,31,31,
Sneasel,regular,8,pu,singles,Choice Band,,Jolly,Knock Off,Triple Axel,Ice Shard,Low Kick,0,252,0,0,4,252,31,31,31,31,31,31,
Sneasel,regular,8,nu,singles,Heavy-Duty Boots,,Jolly,Swords Dance,Triple Axel/Icicle Crash,Knock Off,Ice Shard,0,252,0,0,4,252,31,31,31,31,31,31,
Sneasel,regular,8,nationaldexru,singles,Choice Band,,Jolly,Triple Axel,Knock Off,Ice Shard,Low Kick/Pursuit,0,252,0,0,4,252,31,31,31,31,31,31,
Piloswine,regular,8,monotype,singles,Eviolite,Thick Fat,Careful,Stealth Rock,Earthquake,Rock Slide,Ice Shard,252,0,4,0,252,0,31,31,31,31,31,31,
Piloswine,regular,8,nfe,singles,Eviolite,Thick Fat,Adamant,Stealth Rock,High Horsepower/Earthquake,Icicle Crash/Icicle Spear,Ice Shard,252,252,0,0,4,0,31,31,31,31,31,31,
Piloswine,regular,8,nfe,singles,Choice Band,Thick Fat,Adamant,Earthquake/High Horsepower,Icicle Crash,Ice Shard,Superpower,0,252,0,0,4,252,31,31,31,31,31,31,
Piloswine,regular,8,zu,singles,Eviolite,Thick Fat,Adamant,Stealth Rock,Earthquake,Icicle Crash,Ice Shard,252,252,0,0,4,0,31,31,31,31,31,31,
Piloswine,regular,8,nationaldexmonotype,singles,Eviolite,Thick Fat,Careful,Stealth Rock,Earthquake,Rock Slide,Roar/Toxic,248,12,0,0,248,0,31,31,31,31,31,31,
Corsola,regular,8,zu,singles,Rocky Helmet,Regenerator,Careful,Stealth Rock,Rock Slide,Toxic,Recover,252,0,4,0,252,0,31,31,31,31,31,31,
Corsola-Galar,regular,8,1v1,singles,Eviolite,Cursed Body,Impish,Rest,Strength Sap,Amnesia,Will-O-Wisp/Spite/Night Shade,248,0,212,0,48,0,31,31,31,31,31,31,
Corsola-Galar,regular,8,monotype,singles,Eviolite,Cursed Body,Bold,Will-O-Wisp,Strength Sap,Stealth Rock,Night Shade,252,0,252,0,4,0,31,31,31,31,31,31,
Corsola-Galar,regular,8,nfe,singles,Eviolite,Cursed Body,Bold,Night Shade,Strength Sap,Whirlpool,Stealth Rock/Will-O-Wisp,252,0,252,0,4,0,31,31,31,31,31,31,
Corsola-Galar,regular,8,nfe,singles,Eviolite,Cursed Body,Bold,Calm Mind,Strength Sap,Shadow Ball,Will-O-Wisp/Ice Beam,252,0,212,0,0,44,31,31,31,31,31,31,
Corsola-Galar,regular,8,nationaldexmonotype,singles,Eviolite,Cursed Body,Bold,Stealth Rock,Night Shade,Will-O-Wisp,Strength Sap,252,0,252,0,4,0,31,31,31,31,31,31,
Octillery,regular,8,zu,singles,Life Orb,,Modest,Hydro Pump,Fire Blast,Energy Ball,Ice Beam,0,0,0,252,4,252,31,31,31,31,31,31,
Delibird,regular,8,zu,singles,Focus Sash,,Timid,Spikes,Rapid Spin,Memento,Freeze-Dry,252,0,0,4,0,252,31,31,31,31,31,31,
Mantine,regular,8,uu,singles,Heavy-Duty Boots,,Modest,Scald,Hurricane,Substitute,Roost,0,0,40,216,0,252,31,31,31,31,31,31,
Mantine,regular,8,nu,singles,Heavy-Duty Boots,Water Absorb,Bold,Scald,Hurricane,Roost,Toxic/Defog,252,0,120,0,0,136,31,31,31,31,31,31,
Mantine,regular,8,nationaldex,singles,Heavy-Duty Boots,Water Absorb,Calm,Scald,Haze,Toxic/Defog,Roost,252,0,4,0,252,0,31,31,31,31,31,31,
Mantine,regular,8,monotype,singles,Heavy-Duty Boots,Water Absorb,Bold,Scald,Defog,Haze,Roost,252,0,160,0,0,96,31,31,31,31,31,31,
Mantine,regular,8,monotype,singles,Heavy-Duty Boots,Water Absorb,Bold,Defog,Haze,Roost,Scald,252,0,160,0,0,96,31,31,31,31,31,31,
Skarmory,regular,8,uu,singles,Rocky Helmet|Safety Goggles,Sturdy,Bold,Iron Defense,Body Press,Roost,Spikes/Defog,252,0,160,0,0,96,31,31,31,31,31,31,
Skarmory,regular,8,uu,singles,Rocky Helmet,Sturdy,Impish,Body Press/Brave Bird,Spikes,Roost,Toxic/Whirlwind,252,0,160,0,0,96,31,31,31,31,31,31,
Skarmory,regular,8,ubers,singles,Rocky Helmet,Sturdy,Bold,Roost,Spikes,Whirlwind/Toxic,Body Press/Toxic,252,0,252,0,4,0,31,0,31,31,31,31,
Skarmory,regular,8,ou,singles,Rocky Helmet,Sturdy,Bold,Body Press,Spikes,Iron Defense/Toxic,Roost,252,0,252,0,4,0,31,31,31,31,31,31,
Skarmory,regular,8,nationaldex,singles,Rocky Helmet|Leftovers,Sturdy,Bold,Iron Defense,Body Press,Roost,Spikes,248,0,164,0,0,96,31,31,31,31,31,31,
Skarmory,regular,8,1v1,singles,Sitrus Berry,Sturdy,Impish,Roost,Taunt,Body Press,Iron Defense/Counter,252,0,52,0,0,204,31,31,31,31,31,31,
Skarmory,regular,8,monotype,singles,Rocky Helmet,Sturdy,Impish,Spikes,Body Press,Roost,Whirlwind/Toxic,252,0,252,0,4,0,31,31,31,31,31,31,
Skarmory,regular,8,monotype,singles,Rocky Helmet|Leftovers,Sturdy,Bold,Spikes,Body Press,Whirlwind/Toxic,Roost,252,0,252,0,4,0,31,31,31,31,31,31,
Skarmory,regular,8,battlestadiumsingles,singles,Rocky Helmet|Sitrus Berry,Sturdy,Impish,Iron Defense,Body Press,Roost,Stealth Rock/Whirlwind/Taunt/Spikes,252,0,252,0,0,4,31,31,31,31,31,31,
Skarmory,regular,8,godlygift,singles,Rocky Helmet|Leftovers,Sturdy,Impish,Body Press/Brave Bird,Spikes,Roost,Iron Defense/Whirlwind,248,0,252,0,8,0,31,31,31,31,31,31,
Skarmory,regular,8,almostanyability,singles,Leftovers|Rocky Helmet,Dauntless Shield|Wandering Spirit|Flash Fire,Impish,Body Press/Brave Bird,Spikes,Roost,Whirlwind/Iron Defense/Toxic,252,0,252,0,0,4,31,31,31,31,31,31,
Skarmory,regular,8,bdspou,singles,Shed Shell|Leftovers,Sturdy,Impish,Spikes,Brave Bird,Roost,Whirlwind,252,0,252,0,4,0,31,31,31,31,31,31,
Skarmory,regular,8,bdspou,singles,Custap Berry,Sturdy,Jolly,Stealth Rock,Spikes,Taunt,Brave Bird,0,252,4,0,0,252,31,31,31,31,31,31,
Skarmory,regular,8,anythinggoes,singles,Leftovers|Rocky Helmet,Sturdy,Bold,Roost,Toxic,Spikes,Whirlwind,252,0,252,0,4,0,31,31,31,31,31,31,
Houndoom,mega,8,nationaldexru,singles,Houndoominite,Flash Fire,Timid,Nasty Plot,Fire Blast,Dark Pulse,Hidden Power Grass/Sludge Bomb/Destiny Bond/Flame Charge,0,0,0,252,4,252,31,0,31,31,31,31,
Kingdra,regular,8,uu,singles,Choice Specs,,Modest,Hydro Pump,Draco Meteor,Hurricane,Surf,0,0,4,252,0,252,31,31,31,31,31,31,
Kingdra,regular,8,ru,singles,Life Orb|Choice Specs,,Modest,Surf,Draco Meteor,Hurricane,Hydro Pump/Flip Turn,0,0,4,252,0,252,31,31,31,31,31,31,
Kingdra,regular,8,ou,singles,Choice Specs,,Modest,Hydro Pump,Draco Meteor,Surf,Flip Turn,0,0,0,252,4,252,31,31,31,31,31,31,
Kingdra,regular,8,nu,singles,Scope Lens,Sniper,Modest,Focus Energy,Draco Meteor,Surf,Agility,0,0,0,252,4,252,31,31,31,31,31,31,
Kingdra,regular,8,2v2doubles,doubles,Life Orb,,Timid,Draco Meteor,Surf,Hurricane/Hydro Pump,Protect,0,0,0,252,4,252,31,31,31,31,31,31,
Kingdra,regular,8,monotype,singles,Choice Specs,,Modest,Surf,Draco Meteor,Dragon Pulse,Hydro Pump/Hurricane,0,0,0,252,4,252,31,31,31,31,31,31,
Kingdra,regular,8,doublesou,doubles,Life Orb,,Modest,Muddy Water,Hurricane/Hydro Pump,Draco Meteor/Hydro Pump,Protect,0,0,0,252,4,252,31,31,31,31,31,31,
Donphan,regular,8,bdspou,singles,Custap Berry|Leftovers,,Adamant,Earthquake,Rapid Spin,Knock Off,Ice Shard/Stealth Rock,252,252,0,0,4,0,31,31,31,31,31,31,
Porygon2,regular,8,vgc2021,doubles,Eviolite,Download|Trace,Relaxed,Trick Room,Recover,Eerie Impulse/Tri Attack,Ice Beam/Foul Play/Tri Attack,252,0,124,0,132,0,31,31,31,31,31,0,
Porygon2,regular,8,vgc2021,doubles,Eviolite,Download|Analytic,Modest,Tri Attack/Hyper Beam,Trick Room/Icy Wind,Shadow Ball/Ice Beam,Recover/Ally Switch,252,0,0,252,4,0,31,31,31,31,31,31,
Porygon2,regular,8,uu,singles,Eviolite,,Sassy,Trick Room,Foul Play,Recover,Teleport,248,0,44,0,216,0,31,0,31,31,31,0,
Porygon2,regular,8,ubers,singles,Eviolite,Analytic,Relaxed,Trick Room,Teleport,Recover,Foul Play,252,0,252,0,4,0,31,0,31,31,31,0,
Porygon2,regular,8,ru,singles,Eviolite,,Calm,Teleport,Recover,Ice Beam/Tri Attack,Toxic,248,0,8,0,252,0,31,31,31,31,31,31,
Porygon2,regular,8,2v2doubles,doubles,Eviolite,Download,Relaxed,Trick Room,Ice Beam,Recover,Tri Attack/Thunderbolt,252,0,220,0,36,0,31,31,31,31,31,0,
Porygon2,regular,8,1v1,singles,Eviolite,Download,Modest,Hyper Beam,Icy Wind/Ice Beam,Eerie Impulse,Recover/Rest,248,0,80,132,32,16,31,31,31,31,31,31,
Porygon2,regular,8,monotype,singles,Eviolite,,Bold,Recover,Foul Play,Ice Beam,Toxic/Teleport/Discharge,252,0,252,0,4,0,31,31,31,31,31,31,
Porygon2,regular,8,vgc2020,doubles,Eviolite,Download,Modest|Quiet,Thunderbolt,Ice Beam,Trick Room,Recover,244,0,68,108,84,4,31,31,31,31,31,31,
Porygon2,regular,8,battlestadiumsingles,singles,Eviolite,Download|Trace,Bold|Calm,Recover,Ice Beam,Discharge,Tri Attack/Foul Play/Trick Room/Substitute/Giga Impact,244,0,252,0,12,0,31,31,31,31,31,31,
Porygon2,regular,8,battlestadiumsingles,singles,Eviolite,Download,Modest|Quiet,Tri Attack/Giga Impact/Thunderbolt,Ice Beam/Thunderbolt,Recover,Trick Room/Thunderbolt/Speed Swap,244,0,12,252,0,0,31,31,31,31,31,31,
Porygon2,regular,8,battlestadiumsingles,singles,Eviolite,Download|Analytic,Calm,Recover,Ice Beam,Foul Play/Discharge/Shadow Ball,Discharge/Thunder Wave/Shadow Ball/Defense Curl,244,0,12,0,252,0,31,31,31,31,31,31,
Porygon2,regular,8,godlygift,singles,Eviolite,,Bold,Trick Room,Teleport,Recover,Foul Play/Ice Beam,252,0,252,0,4,0,31,31,31,31,31,31,
Porygon2,regular,8,almostanyability,singles,Eviolite,Regenerator,Calm,Trick Room,Teleport,Recover,Foul Play/Ice Beam,252,0,4,0,252,0,31,0,31,31,31,31,
Porygon2,regular,8,doublesou,doubles,Eviolite,Download,Quiet,Ice Beam,Thunderbolt,Recover,Trick Room,248,0,40,156,64,0,31,31,31,31,31,0,
Porygon2,regular,8,nationaldexmonotype,singles,Eviolite,Download|Trace,Bold,Recover,Ice Beam,Discharge,Hidden Power Fire/Teleport,252,0,252,0,4,0,31,31,31,31,31,31,
Porygon2,regular,8,nationaldexru,singles,Eviolite,,Sassy,Foul Play/Toxic,Ice Beam,Recover,Teleport,252,0,0,4,252,0,31,0,31,31,31,0,
Porygon2,regular,8,anythinggoes,singles,Eviolite,Analytic,Bold,Foul Play,Ice Beam,Recover,Teleport,252,0,252,0,4,0,31,31,31,31,31,31,
Smeargle,regular,8,nationaldexag,singles,Focus Sash,Own Tempo|Technician,Jolly,Sticky Web,Taunt,Nuzzle/Spore,Rapid Spin/Whirlwind/Icy Wind,4,0,252,0,0,252,31,31,31,31,31,31,
Smeargle,regular,8,nationaldexag,singles,Focus Sash,Moody|Own Tempo,Jolly,Baton Pass,Shell Smash,Spore,Taunt/Substitute,4,0,252,0,0,252,31,31,31,31,31,31,
Smeargle,regular,8,nationaldexag,singles,Leftovers,Moody,Jolly,Spore,Shell Smash,Power Trip,Substitute,4,252,0,0,0,252,31,31,31,31,31,31,
Hitmontop,regular,8,nu,singles,Assault Vest,Technician,Adamant,Rapid Spin,Triple Axel,Mach Punch,Close Combat,248,252,0,0,8,0,31,31,31,31,31,31,
Elekid,regular,8,lc,singles,Life Orb,Vital Spirit,Naive,Volt Switch,Thunderbolt,Psychic,Ice Punch/Brick Break,0,12,0,236,0,236,31,31,31,31,31,31,
Miltank,regular,8,zu,singles,Heavy-Duty Boots|Rocky Helmet,,Bold|Impish,Milk Drink,Seismic Toss/Body Slam,Toxic,Heal Bell/Stealth Rock,252,0,128,0,108,20,31,31,31,31,31,31,
Miltank,regular,8,zu,singles,Rocky Helmet,Sap Sipper,Timid,Milk Drink,Seismic Toss,Toxic,Heal Bell/Stealth Rock,252,0,4,0,0,252,31,31,31,31,31,31,
Miltank,regular,8,zu,singles,Heavy-Duty Boots|Leftovers,,Calm|Careful,Milk Drink,Seismic Toss/Body Slam,Toxic,Heal Bell/Stealth Rock,252,0,0,0,236,20,31,31,31,31,31,31,
Blissey,regular,8,ubers,singles,Utility Umbrella,,Calm,Soft-Boiled,Confide/Teleport,Aromatherapy/Stealth Rock/Wish,Thunder Wave/Stealth Rock/Seismic Toss,4,0,252,0,252,0,31,31,31,31,31,31,
Blissey,regular,8,ou,singles,Heavy-Duty Boots,,Bold,Seismic Toss,Soft-Boiled,Thunder Wave/Toxic,Teleport,252,0,252,0,4,0,31,31,31,31,31,31,
Blissey,regular,8,nationaldex,singles,Heavy-Duty Boots,,Bold,Teleport,Soft-Boiled,Seismic Toss,Toxic/Thunder Wave,252,0,252,0,4,0,31,31,31,31,31,31,
Blissey,regular,8,1v1,singles,Choice Specs,Serene Grace,Timid,Uproar,Flamethrower/Fire Blast,Charge Beam/Shadow Ball,Ice Beam/Shadow Ball,0,0,88,204,0,216,31,0,31,31,31,31,
Blissey,regular,8,1v1,singles,Assault Vest,Serene Grace,Calm,Counter,Ice Beam/Shadow Ball,Charge Beam/Flamethrower/Shadow Ball,Seismic Toss,0,0,252,0,204,52,31,0,31,31,31,31,
Blissey,regular,8,monotype,singles,Heavy-Duty Boots,,Bold,Stealth Rock,Seismic Toss,Soft-Boiled,Teleport,252,0,252,0,4,0,31,31,31,31,31,31,
Blissey,regular,8,battlestadiumsingles,singles,Utility Umbrella,,Bold,Calm Mind,Tri Attack,Soft-Boiled,Shadow Ball,4,0,252,0,252,0,31,0,31,31,31,31,
Blissey,regular,8,camomons,singles,Heavy-Duty Boots,,Bold,Soft-Boiled,Teleport/Heal Bell,Seismic Toss,Toxic/Stealth Rock/Teleport,252,0,252,0,4,0,31,31,31,31,31,31,
Blissey,mega,8,mixandmega,singles,Ampharosite,,Bold,Stealth Rock,Toxic,Soft-Boiled,Flamethrower/Shadow Ball/Ice Beam,252,0,252,4,0,0,31,31,31,31,31,31,
Blissey,mega,8,mixandmega,singles,Sablenite,,Bold,Soft-Boiled,Teleport,Aromatherapy/Shadow Ball,Flamethrower/Ice Beam,252,0,252,4,0,0,31,31,31,31,31,31,
Blissey,regular,8,almostanyability,singles,Heavy-Duty Boots,Regenerator,Calm,Seismic Toss,Soft-Boiled,Teleport/Fire Blast,Toxic/Thunder Wave/Heal Bell,252,0,252,0,4,0,31,31,31,31,31,31,
Blissey,regular,8,almostanyability,singles,Leftovers|Shed Shell,Magic Guard,Sassy,Teleport,Soft-Boiled,Seismic Toss/Shadow Ball,Toxic/Thunder Wave/Stealth Rock/Counter,252,0,252,0,4,0,31,31,31,31,31,0,
Blissey,regular,8,balancedhackmons,singles,Shed Shell|Toxic Orb,Imposter,Jolly,Recover,Final Gambit,Whirlwind,U-turn,102,102,102,0,102,102,31,31,31,31,31,31,
Blissey,regular,8,bdspou,singles,Leftovers,,Bold,Soft-Boiled,Seismic Toss,Stealth Rock,Thunder Wave/Heal Bell,252,0,252,0,4,0,31,31,31,31,31,31,
Blissey,regular,8,bdspou,singles,Leftovers,,Bold,Soft-Boiled,Calm Mind,Ice Beam,Seismic Toss/Thunderbolt,252,0,252,0,4,0,31,31,31,31,31,31,
Blissey,regular,8,nationaldexmonotype,singles,Heavy-Duty Boots,,Bold,Teleport,Soft-Boiled,Seismic Toss,Stealth Rock/Toxic,252,0,252,0,4,0,31,31,31,31,31,31,
Blissey,regular,8,anythinggoes,singles,Utility Umbrella,,Calm,Soft-Boiled,Toxic/Seismic Toss,Aromatherapy/Seismic Toss,Teleport/Confide,4,0,252,0,252,0,31,31,31,31,31,31,
Raikou,regular,8,uu,singles,Heavy-Duty Boots,Inner Focus,Timid,Volt Switch,Thunderbolt,Scald,Aura Sphere,0,0,0,252,4,252,31,0,31,31,31,31,
Raikou,regular,8,ru,singles,Heavy-Duty Boots,Inner Focus,Timid,Volt Switch,Thunderbolt,Scald,Toxic,0,0,0,252,4,252,31,31,31,31,31,31,
Raikou,regular,8,ru,singles,Leftovers|Heavy-Duty Boots,Inner Focus,Timid,Calm Mind,Thunderbolt,Scald,Shadow Ball/Aura Sphere,0,0,0,252,4,252,31,31,31,31,31,31,
Raikou,regular,8,1v1,singles,Leftovers,,Timid,Substitute,Protect,Calm Mind/Toxic,Thunderbolt,200,0,0,0,56,252,31,31,31,31,31,31,
Raikou,regular,8,battlestadiumsingles,singles,Leftovers|Chesto Berry|Life Orb,,Timid,Calm Mind,Discharge/Thunderbolt,Scald,Substitute/Rest/Volt Switch/Extrasensory,4,0,0,252,0,252,31,31,31,31,31,31,
Raikou,regular,8,battlestadiumsingles,singles,Choice Specs,,Timid,Thunderbolt,Volt Switch,Scald,Extrasensory/Shadow Ball/Aura Sphere,4,0,0,252,0,252,31,31,31,31,31,31,
Raikou,regular,8,almostanyability,singles,Magnet,Electric Surge,Timid,Rising Voltage,Scald,Volt Switch,Calm Mind,0,0,0,252,4,252,31,31,31,31,31,31,
Raikou,regular,8,bdspou,singles,Choice Specs,Inner Focus,Timid,Thunderbolt,Volt Switch,Scald,Shadow Ball,0,0,0,252,4,252,31,31,31,31,31,31,
Raikou,regular,8,bdspou,singles,Leftovers,Inner Focus,Timid,Thunderbolt,Scald,Calm Mind,Shadow Ball/Substitute,0,0,0,252,4,252,31,31,31,31,31,31,
Raikou,regular,8,nationaldexru,singles,Heavy-Duty Boots,,Timid,Volt Switch,Thunderbolt,Aura Sphere,Scald/Hidden Power Grass/Hidden Power Ice,0,0,0,252,4,252,31,0,31,31,31,31,
Raikou,z-attack,8,nationaldexru,singles,Fightinium Z,,Timid,Calm Mind,Thunderbolt,Aura Sphere,Hidden Power Grass/Scald,0,0,0,252,4,252,31,31,31,31,31,31,
Entei,regular,8,uu,singles,Choice Band,Inner Focus,Jolly,Sacred Fire,Flare Blitz,Stone Edge,Extreme Speed,0,252,0,0,4,252,31,31,31,31,31,31,
Entei,regular,8,ru,singles,Choice Band,Inner Focus,Jolly,Extreme Speed,Sacred Fire,Stone Edge,Flare Blitz/Iron Head/Toxic,0,252,0,0,4,252,31,31,31,31,31,31,
Entei,regular,8,1v1,singles,Leftovers,,Jolly,Protect,Substitute,Sacred Fire/Flare Blitz,Toxic/Laser Focus,0,4,252,0,0,252,31,31,31,31,31,31,
Entei,regular,8,1v1,singles,Assault Vest,Inner Focus,Adamant|Jolly,Flare Blitz/Sacred Fire,Bulldoze,Eruption/Stone Edge,Extreme Speed,8,164,0,0,120,216,31,31,31,31,31,31,
Entei,regular,8,camomons,singles,Choice Band|Heavy-Duty Boots,Inner Focus,Adamant,Extreme Speed,Sacred Fire,Crunch/Stone Edge,Stone Edge/Toxic/Howl,0,252,4,0,0,252,31,31,31,31,31,31,
Entei,mega,8,mixandmega,singles,Altarianite,Inner Focus,Adamant,Sacred Fire,Extreme Speed,Double-Edge/Howl,Stone Edge,0,252,4,0,0,252,31,31,31,31,31,31,
Entei,mega,8,mixandmega,singles,Pinsirite,Inner Focus,Adamant,Howl/Double-Edge,Extreme Speed,Sacred Fire,Stone Edge,0,252,4,0,0,252,31,31,31,31,31,31,
Entei,regular,8,almostanyability,singles,Life Orb,Magic Guard,Adamant,Flare Blitz,Stomping Tantrum/Stone Edge,Extreme Speed,Toxic,0,252,0,0,4,252,31,31,31,31,31,31,
Suicune,regular,8,uu,singles,Leftovers,,Bold,Calm Mind,Scald,Rest,Sleep Talk,252,0,252,0,4,0,31,31,31,31,31,31,
Suicune,regular,8,ubers,singles,Leftovers,,Bold,Calm Mind,Scald,Substitute/Rest,Protect,252,0,36,0,44,176,31,31,31,31,31,31,
Suicune,regular,8,ru,singles,Leftovers,,Timid,Substitute,Calm Mind,Scald,Protect/Ice Beam/Roar,252,0,40,0,0,216,31,31,31,31,31,31,
Suicune,regular,8,ru,singles,Leftovers,,Bold,Rest,Sleep Talk/Roar,Scald,Calm Mind,252,0,240,0,0,16,31,31,31,31,31,31,
Suicune,regular,8,ou,singles,Leftovers,,Timid,Scald,Substitute,Calm Mind,Protect,252,0,0,0,4,252,31,31,31,31,31,31,
Suicune,regular,8,1v1,singles,Leftovers,,Timid,Protect,Substitute,Scald/Surf,Calm Mind/Toxic/Rest/Icy Wind,252,0,0,0,4,252,31,31,31,31,31,31,
Suicune,regular,8,1v1,singles,Assault Vest,Inner Focus,Bold,Whirlpool,Mirror Coat,Snarl,Scald,252,0,96,0,104,56,31,31,31,31,31,31,
Suicune,regular,8,monotype,singles,Leftovers,,Timid,Calm Mind,Scald,Protect,Substitute,252,0,0,0,4,252,31,31,31,31,31,31,
Suicune,regular,8,battlestadiumsingles,singles,Leftovers|Sitrus Berry|Chesto Berry,,Bold|Modest,Calm Mind,Scald,Ice Beam/Sheer Cold/Icy Wind,Air Slash/Substitute/Rest/Roar,252,0,100,0,0,156,31,31,31,31,31,31,
Suicune,regular,8,godlygift,singles,Leftovers,,Timid,Calm Mind,Scald,Substitute,Protect,4,0,0,252,0,252,31,31,31,31,31,31,
Suicune,regular,8,almostanyability,singles,Leftovers,Regenerator,Bold,Substitute,Calm Mind,Scald,Weather Ball/Ice Beam/Roar,252,0,64,0,0,192,31,31,31,31,31,31,
Suicune,regular,8,balancedhackmons,singles,Leftovers,Magic Bounce|Fur Coat,Calm,Recover,Scald/Topsy-Turvy,U-turn/Anchor Shot,Entrainment/Topsy-Turvy,85,85,85,85,85,85,31,31,31,31,31,31,
Suicune,regular,8,bdspou,singles,Leftovers,,Timid,Substitute,Protect,Scald,Calm Mind,252,0,0,0,40,216,31,0,31,31,31,31,
Suicune,regular,8,nationaldexru,singles,Leftovers,,Timid,Substitute,Calm Mind,Scald,Protect,252,0,72,0,0,184,31,0,31,31,31,31,
Tyranitar,regular,8,ubers,singles,Heavy-Duty Boots,,Careful,Stealth Rock,Rock Blast,Foul Play/Thunder Wave,Rest,252,0,4,0,252,0,31,31,31,31,31,31,
Tyranitar,regular,8,ou,singles,Choice Band,,Adamant,Stone Edge,Crunch,Superpower/Fire Punch,Heavy Slam/Ice Punch/Earthquake,0,252,0,0,4,252,31,31,31,31,31,31,
Tyranitar,regular,8,ou,singles,Leftovers,,Adamant,Stealth Rock,Rock Blast,Earthquake/Crunch,Thunder Wave/Toxic,248,24,12,0,224,0,31,31,31,31,31,31,
Tyranitar,mega,8,nationaldex,singles,Tyranitarite,,Adamant,Stealth Rock,Stone Edge,Pursuit,Crunch,88,252,0,0,0,168,31,31,31,31,31,31,
Tyranitar,regular,8,nationaldex,singles,Choice Band,,Adamant,Stone Edge,Crunch,Pursuit,Superpower/Fire Punch/Earthquake,40,252,0,0,48,168,31,31,31,31,31,31,
Tyranitar,regular,8,2v2doubles,doubles,Life Orb,Unnerve,Adamant,Crunch,Stone Edge,Fire Punch/Rock Slide,Protect,0,252,0,0,4,252,31,31,31,31,31,31,
Tyranitar,regular,8,1v1,singles,Assault Vest,,Adamant,Crunch,Rock Tomb,Heavy Slam,Thunder Punch/Earthquake,208,136,0,0,152,12,31,31,31,31,31,31,
Tyranitar,regular,8,1v1,singles,Custap Berry,,Adamant,Stone Edge,Crunch,Earthquake/Giga Impact,Endure,0,252,0,0,4,252,31,31,31,31,31,31,
Tyranitar,regular,8,1v1,singles,Choice Band,,Adamant,Stone Edge,Crunch,Heavy Slam,Low Kick/Earthquake/Outrage/Rock Blast,0,252,0,0,4,252,31,31,31,31,31,31,
Tyranitar,regular,8,1v1,singles,Chople Berry,,Impish,Taunt,Counter,Crunch/Screech,Stone Edge/Rock Tomb,240,0,244,0,0,24,31,31,31,31,31,31,
Tyranitar,regular,8,monotype,singles,Leftovers,,Careful,Stealth Rock,Rock Blast,Thunder Wave/Toxic,Heavy Slam,252,4,0,0,252,0,31,31,31,31,31,31,
Tyranitar,regular,8,monotype,singles,Choice Band,,Adamant,Stone Edge,Crunch,Earthquake,Fire Punch,40,252,0,0,48,168,31,31,31,31,31,31,
Tyranitar,regular,8,vgc2020,doubles,Weakness Policy,,Adamant|Brave,Rock Slide,Lash Out,Superpower,Protect,252,252,4,0,0,0,31,31,31,31,31,31,
Tyranitar,regular,8,battlestadiumsingles,singles,Weakness Policy|Assault Vest,,Adamant,Stone Edge/Rock Blast,Crunch/Earthquake,Earthquake/Iron Head,Ice Punch/Superpower/Fire Punch,252,252,0,0,0,4,31,31,31,31,31,31,
Tyranitar,regular,8,battlestadiumsingles,singles,Weakness Policy|Lum Berry,,Jolly,Dragon Dance,Stone Edge/Rock Blast,Iron Head/Earthquake,Crunch/Ice Punch/Fire Punch,252,68,0,0,0,188,31,31,31,31,31,31,
Tyranitar,regular,8,battlestadiumsingles,singles,Leftovers|Focus Sash,,Careful|Jolly,Rock Tomb,Foul Play,Stealth Rock,Taunt/Earthquake/Thunder Wave,252,0,0,0,252,4,31,31,31,31,31,31,
Tyranitar,regular,8,battlestadiumsingles,singles,Assault Vest|Weakness Policy,,Adamant,Stone Edge/Rock Blast,Crunch,Earthquake,Ice Punch/Superpower/Fire Punch/Rock Tomb,252,252,0,0,0,4,31,31,31,31,31,31,
Tyranitar,regular,8,stabmons,singles,Life Orb,,Adamant,Diamond Storm/Head Smash,Knock Off,Accelerock,Shore Up,72,252,36,0,0,148,31,31,31,31,31,31,
Tyranitar,regular,8,stabmons,singles,Leftovers,,Adamant,Diamond Storm,Knock Off,Shore Up,Stealth Rock/Spikes,232,224,0,0,0,52,31,31,31,31,31,31,
Tyranitar,regular,8,stabmons,singles,Choice Band,,Adamant,Knock Off,Head Smash/Diamond Storm,Accelerock,Sucker Punch/Beat Up,0,252,0,0,4,252,31,31,31,31,31,31,
