section,subcategory,rank,name,count,pct_of_builds,move_type,move_category,notes
TOP_MOVES_BY_MOVE_TYPE,Psychic,10,Healing Wish,201,1.20,Psychic,Status,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Psychic,11,Agility,148,0.88,Psychic,Status,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Psychic,12,Stored Power,140,0.84,Psychic,Special,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Psychic,13,Teleport,111,0.66,Psychic,Status,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Psychic,14,Psychic Noise,108,0.65,Psychic,Special,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Psychic,15,Future Sight,102,0.61,Psychic,Special,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Psychic,16,Mirror Coat,80,0.48,Psychic,Special,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Psychic,17,Psychic Fangs,75,0.45,Psychic,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Psychic,18,Hypnosis,73,0.44,Psychic,Status,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Psychic,19,Magic Coat,67,0.40,Psychic,Status,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Psychic,20,Expanding Force,63,0.38,Psychic,Special,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Rock,1,Stealth Rock,1928,11.51,Rock,Status,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Rock,2,Stone Edge,1135,6.78,Rock,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Rock,3,Rock Slide,627,3.74,Rock,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Rock,4,Rock Blast,218,1.30,Rock,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Rock,5,Rock Tomb,186,1.11,Rock,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Rock,6,Head Smash,165,0.99,Rock,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Rock,7,Rock Polish,120,0.72,Rock,Status,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Rock,8,Power Gem,106,0.63,Rock,Special,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Rock,9,Diamond Storm,86,0.51,Rock,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Rock,10,Hidden Power Rock,79,0.47,Rock,Special,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Rock,11,Meteor Beam,70,0.42,Rock,Special,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Rock,12,Wide Guard,63,0.38,Rock,Status,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Rock,13,Ancient Power,41,0.24,Rock,Special,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Rock,14,Salt Cure,36,0.22,Rock,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Rock,15,Stone Axe,34,0.20,Rock,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Rock,16,Smack Down,29,0.17,Rock,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Rock,17,Accelerock,28,0.17,Rock,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Rock,18,Rock Wrecker,19,0.11,Rock,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Rock,19,Mighty Cleave,17,0.10,Rock,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Rock,20,Paleo Wave,10,0.06,Rock,Special,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Steel,1,Iron Head,528,3.15,Steel,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Steel,2,Flash Cannon,318,1.90,Steel,Special,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Steel,3,Heavy Slam,247,1.48,Steel,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Steel,4,Bullet Punch,231,1.38,Steel,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Steel,5,Iron Defense,188,1.12,Steel,Status,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Steel,6,Gyro Ball,122,0.73,Steel,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Steel,7,Meteor Mash,90,0.54,Steel,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Steel,8,King's Shield,77,0.46,Steel,Status,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Steel,9,Iron Tail,76,0.45,Steel,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Steel,10,Sunsteel Strike,56,0.33,Steel,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Steel,11,Shift Gear,54,0.32,Steel,Status,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Steel,12,Make It Rain,37,0.22,Steel,Special,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Steel,13,Metal Burst,36,0.22,Steel,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Steel,14,Steel Beam,36,0.22,Steel,Special,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Steel,15,Tachyon Cutter,33,0.20,Steel,Special,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Steel,16,Anchor Shot,32,0.19,Steel,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Steel,17,Gear Grind,23,0.14,Steel,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Steel,18,Doom Desire,21,0.13,Steel,Special,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Steel,19,Smart Strike,21,0.13,Steel,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Steel,20,Autotomize,18,0.11,Steel,Status,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Water,1,Scald,778,4.65,Water,Special,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Water,2,Hydro Pump,641,3.83,Water,Special,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Water,3,Surf,535,3.20,Water,Special,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Water,4,Waterfall,380,2.27,Water,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Water,5,Aqua Jet,305,1.82,Water,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Water,6,Flip Turn,214,1.28,Water,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Water,7,Rain Dance,163,0.97,Water,Status,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Water,8,Liquidation,158,0.94,Water,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Water,9,Aqua Tail,131,0.78,Water,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Water,10,Steam Eruption,101,0.60,Water,Special,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Water,11,Water Spout,82,0.49,Water,Special,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Water,12,Surging Strikes,62,0.37,Water,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Water,13,Crabhammer,53,0.32,Water,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Water,14,Origin Pulse,45,0.27,Water,Special,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Water,15,Wave Crash,45,0.27,Water,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Water,16,Muddy Water,34,0.20,Water,Special,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Water,17,Water Pulse,30,0.18,Water,Special,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Water,18,Hydro Cannon,30,0.18,Water,Special,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Water,19,Jet Punch,27,0.16,Water,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Water,20,Whirlpool,26,0.16,Water,Special,Top 20 moves of this elemental type by slot appearances
TOP_STATUS_MOVES,,1,Protect,1997,11.93,Normal,Status,
TOP_STATUS_MOVES,,2,Stealth Rock,1928,11.51,Rock,Status,
TOP_STATUS_MOVES,,3,Toxic,1784,10.65,Poison,Status,
TOP_STATUS_MOVES,,4,Substitute,1598,9.54,Normal,Status,
TOP_STATUS_MOVES,,5,Swords Dance,1440,8.60,Normal,Status,
TOP_STATUS_MOVES,,6,Taunt,1408,8.41,Dark,Status,
TOP_STATUS_MOVES,,7,Roost,1207,7.21,Flying,Status,
TOP_STATUS_MOVES,,8,Recover,1066,6.37,Normal,Status,
TOP_STATUS_MOVES,,9,Calm Mind,917,5.48,Psychic,Status,
TOP_STATUS_MOVES,,10,Thunder Wave,886,5.29,Electric,Status,
TOP_STATUS_MOVES,,11,Will-O-Wisp,858,5.12,Fire,Status,
TOP_STATUS_MOVES,,12,Spikes,673,4.02,Ground,Status,
TOP_STATUS_MOVES,,13,Trick,632,3.77,Psychic,Status,
TOP_STATUS_MOVES,,14,Encore,616,3.68,Normal,Status,
TOP_STATUS_MOVES,,15,Defog,609,3.64,Flying,Status,
TOP_STATUS_MOVES,,16,Nasty Plot,603,3.60,Dark,Status,
TOP_STATUS_MOVES,,17,Rest,576,3.44,Psychic,Status,
TOP_STATUS_MOVES,,18,Dragon Dance,443,2.65,Dragon,Status,
TOP_STATUS_MOVES,,19,Trick Room,331,1.98,Psychic,Status,
TOP_STATUS_MOVES,,20,Sleep Talk,329,1.96,Normal,Status,
TOP_STATUS_MOVES,,21,Synthesis,325,1.94,Grass,Status,
TOP_STATUS_MOVES,,22,Leech Seed,315,1.88,Grass,Status,
TOP_STATUS_MOVES,,23,Toxic Spikes,288,1.72,Poison,Status,
TOP_STATUS_MOVES,,24,Roar,287,1.71,Normal,Status,
TOP_STATUS_MOVES,,25,Bulk Up,282,1.68,Fighting,Status,
TOP_STATUS_MOVES,,26,Sleep Powder,251,1.50,Grass,Status,
TOP_STATUS_MOVES,,27,Pain Split,248,1.48,Normal,Status,
TOP_STATUS_MOVES,,28,Heal Bell,232,1.39,Normal,Status,
TOP_STATUS_MOVES,,29,Reflect,227,1.36,Psychic,Status,
TOP_STATUS_MOVES,,30,Tailwind,226,1.35,Flying,Status,
TOP_STATUS_MOVES,,31,Wish,222,1.33,Normal,Status,
TOP_STATUS_MOVES,,32,Light Screen,203,1.21,Psychic,Status,
TOP_STATUS_MOVES,,33,Healing Wish,201,1.20,Psychic,Status,
TOP_STATUS_MOVES,,34,Slack Off,193,1.15,Normal,Status,
TOP_STATUS_MOVES,,35,Iron Defense,188,1.12,Steel,Status,
TOP_STATUS_MOVES,,36,Baton Pass,180,1.08,Normal,Status,
TOP_STATUS_MOVES,,37,Shell Smash,177,1.06,Normal,Status,
TOP_STATUS_MOVES,,38,Whirlwind,175,1.05,Normal,Status,
TOP_STATUS_MOVES,,39,Haze,169,1.01,Ice,Status,
TOP_STATUS_MOVES,,40,Soft-Boiled,165,0.99,Normal,Status,
TOP_STATUS_MOVES,,41,Rain Dance,163,0.97,Water,Status,
TOP_STATUS_MOVES,,42,Curse,163,0.97,Ghost,Status,
TOP_STATUS_MOVES,,43,Spore,162,0.97,Grass,Status,
TOP_STATUS_MOVES,,44,Destiny Bond,159,0.95,Ghost,Status,
TOP_STATUS_MOVES,,45,Agility,148,0.88,Psychic,Status,
TOP_STATUS_MOVES,,46,Parting Shot,148,0.88,Dark,Status,
TOP_STATUS_MOVES,,47,Quiver Dance,144,0.86,Bug,Status,
TOP_STATUS_MOVES,,48,Moonlight,139,0.83,Fairy,Status,
TOP_STATUS_MOVES,,49,Yawn,131,0.78,Normal,Status,
TOP_STATUS_MOVES,,50,Endure,129,0.77,Normal,Status,
WEATHER_SETTING_MOVES,,1,Rain Dance,163,0.97,,,Traditional weather field moves only
WEATHER_SETTING_MOVES,,2,Sunny Day,100,0.60,,,Traditional weather field moves only
WEATHER_SETTING_MOVES,,3,Chilly Reception,18,0.11,,,Traditional weather field moves only
WEATHER_SETTING_MOVES,,4,Hail,5,0.03,,,Traditional weather field moves only
WEATHER_SETTING_MOVES,,5,Snowscape,2,0.01,,,Traditional weather field moves only
WEATHER_SETTING_MOVES,,6,Sandstorm,1,0.01,,,Traditional weather field moves only
WEATHER_INDUCING_ABILITIES,,1,Drizzle,61,0.36,,,Build rows where ability sets field weather on switch
WEATHER_INDUCING_ABILITIES,,2,Snow Warning,59,0.35,,,Build rows where ability sets field weather on switch
WEATHER_INDUCING_ABILITIES,,3,Drought,52,0.31,,,Build rows where ability sets field weather on switch
WEATHER_INDUCING_ABILITIES,,4,Primordial Sea,23,0.14,,,Build rows where ability sets field weather on switch
WEATHER_INDUCING_ABILITIES,,5,Desolate Land,22,0.13,,,Build rows where ability sets field weather on switch
WEATHER_INDUCING_ABILITIES,,6,Sand Stream,9,0.05,,,Build rows where ability sets field weather on switch
WEATHER_INDUCING_ABILITIES,,7,Delta Stream,2,0.01,,,Build rows where ability sets field weather on switch
TERRAIN_MOVES,,1,Psychic Terrain,2,0.01,,,
TERRAIN_MOVES,,2,Electric Terrain,1,0.01,,,
TERRAIN_MOVES,,3,Misty Terrain,1,0.01,,,
HAZARD_ENTRY_MOVES,,1,Stealth Rock,1928,11.51,,,Includes hazard-like G-Max where listed in presets
HAZARD_ENTRY_MOVES,,2,Spikes,673,4.02,,,Includes hazard-like G-Max where listed in presets
HAZARD_ENTRY_MOVES,,3,Toxic Spikes,288,1.72,,,Includes hazard-like G-Max where listed in presets
HAZARD_ENTRY_MOVES,,4,Sticky Web,117,0.70,,,Includes hazard-like G-Max where listed in presets
HAZARD_ENTRY_MOVES,,5,Stone Axe,34,0.20,,,Includes hazard-like G-Max where listed in presets
HAZARD_ENTRY_MOVES,,6,Ceaseless Edge,29,0.17,,,Includes hazard-like G-Max where listed in presets
PROTECT_AND_STANCE_MOVES,,1,Protect,1997,11.93,,,Protect clones + Wide/Quick Guard family
PROTECT_AND_STANCE_MOVES,,2,Endure,129,0.77,,,Protect clones + Wide/Quick Guard family
PROTECT_AND_STANCE_MOVES,,3,King's Shield,77,0.46,,,Protect clones + Wide/Quick Guard family
PROTECT_AND_STANCE_MOVES,,4,Wide Guard,63,0.38,,,Protect clones + Wide/Quick Guard family
PROTECT_AND_STANCE_MOVES,,5,Detect,60,0.36,,,Protect clones + Wide/Quick Guard family
PROTECT_AND_STANCE_MOVES,,6,Spiky Shield,52,0.31,,,Protect clones + Wide/Quick Guard family
PROTECT_AND_STANCE_MOVES,,7,Quick Guard,22,0.13,,,Protect clones + Wide/Quick Guard family
PROTECT_AND_STANCE_MOVES,,8,Baneful Bunker,16,0.10,,,Protect clones + Wide/Quick Guard family
PROTECT_AND_STANCE_MOVES,,9,Burning Bulwark,14,0.08,,,Protect clones + Wide/Quick Guard family
PROTECT_AND_STANCE_MOVES,,10,Crafty Shield,1,0.01,,,Protect clones + Wide/Quick Guard family
PROTECT_AND_STANCE_MOVES,,11,Obstruct,1,0.01,,,Protect clones + Wide/Quick Guard family
PROTECT_AND_STANCE_MOVES,,12,Silk Trap,1,0.01,,,Protect clones + Wide/Quick Guard family
PIVOT_AND_MOMENTUM_MOVES,,1,U-turn,1856,11.08,,,Switching / tempo moves common in builds
PIVOT_AND_MOMENTUM_MOVES,,2,Volt Switch,743,4.44,,,Switching / tempo moves common in builds
PIVOT_AND_MOMENTUM_MOVES,,3,Flip Turn,214,1.28,,,Switching / tempo moves common in builds
PIVOT_AND_MOMENTUM_MOVES,,4,Baton Pass,180,1.08,,,Switching / tempo moves common in builds
PIVOT_AND_MOMENTUM_MOVES,,5,Parting Shot,148,0.88,,,Switching / tempo moves common in builds
PIVOT_AND_MOMENTUM_MOVES,,6,Teleport,111,0.66,,,Switching / tempo moves common in builds
PIVOT_AND_MOMENTUM_MOVES,,7,Chilly Reception,18,0.11,,,Switching / tempo moves common in builds
SPEED_CONTROL_MOVES,,1,Trick Room,331,1.98,,,"Tailwind, Trick Room, spread speed drops"
SPEED_CONTROL_MOVES,,2,Tailwind,226,1.35,,,"Tailwind, Trick Room, spread speed drops"
SPEED_CONTROL_MOVES,,3,Icy Wind,194,1.16,,,"Tailwind, Trick Room, spread speed drops"
SPEED_CONTROL_MOVES,,4,Electroweb,30,0.18,,,"Tailwind, Trick Room, spread speed drops"
